ID;Name;Sex;Age;NOC;Year;Sport;Medal
1;A Dijiang;M;24;CHN;1992;Basketball;NA
2;A Lamusi;M;23;CHN;2012;Judo;NA
3;Gunnar Nielsen Aaby;M;24;DEN;1920;Football;NA
4;Edgar Lindenau Aabye;M;34;DEN;1900;Tug-Of-War;Gold
5;Christine Jacoba Aaftink;F;21;NED;1988;Speed Skating;NA
5;Christine Jacoba Aaftink;F;21;NED;1988;Speed Skating;NA
5;Christine Jacoba Aaftink;F;25;NED;1992;Speed Skating;NA
5;Christine Jacoba Aaftink;F;25;NED;1992;Speed Skating;NA
5;Christine Jacoba Aaftink;F;27;NED;1994;Speed Skating;NA
5;Christine Jacoba Aaftink;F;27;NED;1994;Speed Skating;NA
6;Per Knut Aaland;M;31;USA;1992;Cross Country Skiing;NA
6;Per Knut Aaland;M;31;USA;1992;Cross Country Skiing;NA
6;Per Knut Aaland;M;31;USA;1992;Cross Country Skiing;NA
6;Per Knut Aaland;M;31;USA;1992;Cross Country Skiing;NA
6;Per Knut Aaland;M;33;USA;1994;Cross Country Skiing;NA
6;Per Knut Aaland;M;33;USA;1994;Cross Country Skiing;NA
6;Per Knut Aaland;M;33;USA;1994;Cross Country Skiing;NA
6;Per Knut Aaland;M;33;USA;1994;Cross Country Skiing;NA
7;John Aalberg;M;31;USA;1992;Cross Country Skiing;NA
7;John Aalberg;M;31;USA;1992;Cross Country Skiing;NA
7;John Aalberg;M;31;USA;1992;Cross Country Skiing;NA
7;John Aalberg;M;31;USA;1992;Cross Country Skiing;NA
7;John Aalberg;M;33;USA;1994;Cross Country Skiing;NA
7;John Aalberg;M;33;USA;1994;Cross Country Skiing;NA
7;John Aalberg;M;33;USA;1994;Cross Country Skiing;NA
7;John Aalberg;M;33;USA;1994;Cross Country Skiing;NA
8;"Cornelia ""Cor"" Aalten (-Strannood)";F;18;NED;1932;Athletics;NA
8;"Cornelia ""Cor"" Aalten (-Strannood)";F;18;NED;1932;Athletics;NA
9;Antti Sami Aalto;M;26;FIN;2002;Ice Hockey;NA
10;"Einar Ferdinand ""Einari"" Aalto";M;26;FIN;1952;Swimming;NA
11;Jorma Ilmari Aalto;M;22;FIN;1980;Cross Country Skiing;NA
12;Jyri Tapani Aalto;M;31;FIN;2000;Badminton;NA
13;Minna Maarit Aalto;F;30;FIN;1996;Sailing;NA
13;Minna Maarit Aalto;F;34;FIN;2000;Sailing;NA
14;Pirjo Hannele Aalto (Mattila-);F;32;FIN;1994;Biathlon;NA
15;Arvo Ossian Aaltonen;M;22;FIN;1912;Swimming;NA
15;Arvo Ossian Aaltonen;M;22;FIN;1912;Swimming;NA
15;Arvo Ossian Aaltonen;M;30;FIN;1920;Swimming;Bronze
15;Arvo Ossian Aaltonen;M;30;FIN;1920;Swimming;Bronze
15;Arvo Ossian Aaltonen;M;34;FIN;1924;Swimming;NA
16;Juhamatti Tapio Aaltonen;M;28;FIN;2014;Ice Hockey;Bronze
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;Bronze
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;Gold
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;Gold
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;28;FIN;1948;Gymnastics;Gold
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;Bronze
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
17;Paavo Johannes Aaltonen;M;32;FIN;1952;Gymnastics;NA
18;Timo Antero Aaltonen;M;31;FIN;2000;Athletics;NA
19;Win Valdemar Aaltonen;M;54;FIN;1948;Art Competitions;NA
20;Kjetil Andr Aamodt;M;20;NOR;1992;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;20;NOR;1992;Alpine Skiing;Gold
20;Kjetil Andr Aamodt;M;20;NOR;1992;Alpine Skiing;Bronze
20;Kjetil Andr Aamodt;M;20;NOR;1992;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;22;NOR;1994;Alpine Skiing;Silver
20;Kjetil Andr Aamodt;M;22;NOR;1994;Alpine Skiing;Bronze
20;Kjetil Andr Aamodt;M;22;NOR;1994;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;22;NOR;1994;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;22;NOR;1994;Alpine Skiing;Silver
20;Kjetil Andr Aamodt;M;26;NOR;1998;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;26;NOR;1998;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;26;NOR;1998;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;26;NOR;1998;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;30;NOR;2002;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;30;NOR;2002;Alpine Skiing;Gold
20;Kjetil Andr Aamodt;M;30;NOR;2002;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;30;NOR;2002;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;30;NOR;2002;Alpine Skiing;Gold
20;Kjetil Andr Aamodt;M;34;NOR;2006;Alpine Skiing;NA
20;Kjetil Andr Aamodt;M;34;NOR;2006;Alpine Skiing;Gold
21;Ragnhild Margrethe Aamodt;F;27;NOR;2008;Handball;Gold
22;Andreea Aanei;F;22;ROU;2016;Weightlifting;NA
23;Fritz Aanes;M;22;NOR;2000;Wrestling;NA
23;Fritz Aanes;M;26;NOR;2004;Wrestling;NA
24;Nils Egil Aaness;M;24;NOR;1960;Speed Skating;NA
24;Nils Egil Aaness;M;24;NOR;1960;Speed Skating;NA
24;Nils Egil Aaness;M;27;NOR;1964;Speed Skating;NA
25;Alf Lied Aanning;M;24;NOR;1920;Gymnastics;Silver
26;Agnes Erika Aanonsen (-Eyde);F;17;NOR;1984;Luge;NA
27;Johan Aantjes;M;26;NED;1984;Water Polo;NA
28;Jan-Erik Aarberg;M;43;NOR;1968;Sailing;NA
28;Jan-Erik Aarberg;M;47;NOR;1972;Sailing;NA
29;Willemien Aardenburg;F;22;NED;1988;Hockey;Bronze
30;Pepijn Aardewijn;M;26;NED;1996;Rowing;Silver
30;Pepijn Aardewijn;M;30;NED;2000;Rowing;NA
31;Evald rma (rman-);M;24;EST;1936;Athletics;NA
32;Olav Augunson Aarnes;M;23;NOR;1912;Athletics;NA
33;Mika Lauri Aarnikka;M;24;FIN;1992;Sailing;NA
33;Mika Lauri Aarnikka;M;28;FIN;1996;Sailing;NA
34;Jamale (Djamel-) Aarrass (Ahrass-);M;30;FRA;2012;Athletics;NA
35;Dagfinn Sverre Aarskog;M;24;NOR;1998;Bobsleigh;NA
36;Stefan Remco Aartsen;M;21;NED;1996;Swimming;NA
36;Stefan Remco Aartsen;M;21;NED;1996;Swimming;NA
36;Stefan Remco Aartsen;M;21;NED;1996;Swimming;NA
36;Stefan Remco Aartsen;M;25;NED;2000;Swimming;NA
36;Stefan Remco Aartsen;M;25;NED;2000;Swimming;NA
37;Ann Kristin Aarnes;F;23;NOR;1996;Football;Bronze
38;Karl Jan Aas;M;20;NOR;1920;Gymnastics;Silver
39;Lars Thorlaksn Aas;M;33;NOR;1912;Fencing;NA
39;Lars Thorlaksn Aas;M;33;NOR;1912;Fencing;NA
39;Lars Thorlaksn Aas;M;33;NOR;1912;Fencing;NA
40;Roald Edgar Aas;M;23;NOR;1952;Speed Skating;Bronze
40;Roald Edgar Aas;M;27;NOR;1956;Speed Skating;NA
40;Roald Edgar Aas;M;27;NOR;1956;Speed Skating;NA
40;Roald Edgar Aas;M;31;NOR;1960;Speed Skating;Gold
40;Roald Edgar Aas;M;31;NOR;1960;Speed Skating;NA
40;Roald Edgar Aas;M;31;NOR;1960;Speed Skating;NA
41;Rolf Aas;M;28;NOR;1920;Football;NA
42;Thomas Valentin Aas;M;25;NOR;1912;Sailing;Gold
43;Morten Gjerdrum Aasen;M;34;NOR;1992;Equestrianism;NA
44;Meelis Aasme;M;25;EST;1998;Cross Country Skiing;NA
44;Meelis Aasme;M;25;EST;1998;Cross Country Skiing;NA
44;Meelis Aasme;M;29;EST;2002;Cross Country Skiing;NA
44;Meelis Aasme;M;29;EST;2002;Cross Country Skiing;NA
44;Meelis Aasme;M;29;EST;2002;Cross Country Skiing;NA
45;Hakon Aasns;M;41;NOR;1936;Shooting;NA
46;Hans Aasns;M;33;NOR;1936;Shooting;NA
46;Hans Aasns;M;45;NOR;1948;Shooting;NA
46;Hans Aasns;M;49;NOR;1952;Shooting;NA
46;Hans Aasns;M;53;NOR;1956;Shooting;NA
46;Hans Aasns;M;57;NOR;1960;Shooting;NA
47;Erling Rudolf Aastad;M;22;NOR;1920;Athletics;NA
47;Erling Rudolf Aastad;M;22;NOR;1920;Athletics;NA
47;Erling Rudolf Aastad;M;26;NOR;1924;Athletics;NA
47;Erling Rudolf Aastad;M;30;NOR;1928;Athletics;NA
48;Abdelhak Aatakni;M;24;MAR;2012;Boxing;NA
49;Moonika Aava;F;24;EST;2004;Athletics;NA
49;Moonika Aava;F;28;EST;2008;Athletics;NA
50;Arvi Aavik;M;22;EST;1992;Wrestling;NA
50;Arvi Aavik;M;26;EST;1996;Wrestling;NA
51;Nstor Abad Sanjun;M;23;ESP;2016;Gymnastics;NA
51;Nstor Abad Sanjun;M;23;ESP;2016;Gymnastics;NA
51;Nstor Abad Sanjun;M;23;ESP;2016;Gymnastics;NA
51;Nstor Abad Sanjun;M;23;ESP;2016;Gymnastics;NA
51;Nstor Abad Sanjun;M;23;ESP;2016;Gymnastics;NA
51;Nstor Abad Sanjun;M;23;ESP;2016;Gymnastics;NA
52;Patrick Abada;M;22;FRA;1976;Athletics;NA
53;Talaat Abada;M;24;EGY;2000;Taekwondo;NA
54;Mohamed Jamshid Abadi;M;NA;IRI;1948;Boxing;NA
55;Antonio Abadia Beci;M;26;ESP;2016;Athletics;NA
56;Ren Abadie;M;21;FRA;1956;Cycling;NA
56;Ren Abadie;M;21;FRA;1956;Cycling;Gold
57;Borislav Abadzhiev;M;24;BUL;1988;Boxing;NA
58;Georgi Abadzhiev;M;NA;BUL;1924;Cycling;NA
58;Georgi Abadzhiev;M;NA;BUL;1924;Cycling;NA
59;Ivan Nikolov Abadzhiev;M;24;BUL;1956;Weightlifting;NA
59;Ivan Nikolov Abadzhiev;M;28;BUL;1960;Weightlifting;NA
60;Mikhail Abadzhiev;M;24;BUL;1960;Weightlifting;NA
61;Stefan Abadzhiev;M;26;BUL;1960;Football;NA
62;Giovanni Abagnale;M;21;ITA;2016;Rowing;Bronze
63;Jos Luis Abajo Gmez;M;30;ESP;2008;Fencing;Bronze
64;M'Bairo Abakar;M;31;CHA;1992;Judo;NA
65;Patimat Abakarova;F;21;AZE;2016;Taekwondo;Bronze
66;Mohamed Abakkar;M;NA;SUD;1972;Boxing;NA
67;Mariya Vasilyevna Abakumova (-Tarabina);F;22;RUS;2008;Athletics;Silver
67;Mariya Vasilyevna Abakumova (-Tarabina);F;26;RUS;2012;Athletics;NA
68;Pablo Martn Abal;M;23;ARG;2000;Swimming;NA
68;Pablo Martn Abal;M;23;ARG;2000;Swimming;NA
69;Tamara Abalde Daz;F;19;ESP;2008;Basketball;NA
70;Jess Iory Aball Martnez;M;26;CUB;2000;Diving;NA
71;Juan Antonio Aball Delgado;M;27;CUB;1992;Canoeing;NA
71;Juan Antonio Aball Delgado;M;27;CUB;1992;Canoeing;NA
72;Aleksey Aleksandrovich Abalmasov;M;24;BLR;2004;Canoeing;NA
72;Aleksey Aleksandrovich Abalmasov;M;28;BLR;2008;Canoeing;Gold
73;Luc Abalo;M;23;FRA;2008;Handball;Gold
73;Luc Abalo;M;27;FRA;2012;Handball;Gold
73;Luc Abalo;M;31;FRA;2016;Handball;Silver
74;Mara Laura Abalo;F;30;ARG;2012;Rowing;NA
75;Giorgos Abalof;M;22;GRE;2004;Fencing;NA
76;Jouan Patrice Abanda Etong;M;22;CMR;2000;Football;Gold
77;Antoine Abang;M;27;CMR;1968;Boxing;NA
78;Salim Abanoz;M;26;TUR;1996;Judo;NA
79;Carlos Abarca Gonzlez;M;23;CHI;1924;Boxing;NA
80;Jos Mara Abarca Plotas;M;22;ESP;1996;Water Polo;Gold
81;Georgios Abaris;M;22;GRE;2004;Football;NA
82;Enrique Abaroa Martnez;M;26;MEX;2000;Tennis;NA
83;Carlos Arturo Abarza Chavez;M;22;CHI;1992;Shooting;NA
84;Stephen Anthony Abas;M;26;USA;2004;Wrestling;Silver
85;Alejandro Abascal Garca;M;24;ESP;1976;Sailing;NA
85;Alejandro Abascal Garca;M;28;ESP;1980;Sailing;Gold
85;Alejandro Abascal Garca;M;32;ESP;1984;Sailing;NA
86;Jos Manuel Abascal Gmez;M;22;ESP;1980;Athletics;NA
86;Jos Manuel Abascal Gmez;M;26;ESP;1984;Athletics;Bronze
87;Rost'om Omeris dze Abashidze;M;29;URS;1964;Wrestling;NA
88;Nunu Dzhansuhivna Abashydze (-Myslaieva);F;25;URS;1980;Athletics;NA
89;Rodrigo Abasolo;M;21;CHI;1984;Rowing;NA
90;Tamila Rashidovna Abasova;F;21;RUS;2004;Cycling;Silver
90;Tamila Rashidovna Abasova;F;21;RUS;2004;Cycling;NA
91;Emanuele Abate;M;27;ITA;2012;Athletics;NA
92;Ignazio Abate;M;21;ITA;2008;Football;NA
93;Jol Marc Abati;M;34;FRA;2004;Handball;NA
93;Jol Marc Abati;M;38;FRA;2008;Handball;Gold
94;Ral Abatte;M;38;CHI;1984;Shooting;NA
95;Georgia Abatzidou;F;35;GRE;2004;Athletics;NA
96;Carlos Rodolfo Abaunza Balladares;M;18;NCA;2004;Athletics;NA
97;Carlos Alberto Abaunza;M;16;NCA;1976;Athletics;NA
98;Hctor Abaunza;M;30;MEX;1968;Fencing;NA
98;Hctor Abaunza;M;30;MEX;1968;Fencing;NA
98;Hctor Abaunza;M;30;MEX;1968;Fencing;NA
99;Pter Abay;M;30;HUN;1992;Fencing;Silver
100;Oszkr Abay-Nemes;M;22;HUN;1936;Swimming;NA
100;Oszkr Abay-Nemes;M;22;HUN;1936;Swimming;Bronze
101;Adeyemi Abayomi;M;25;NGR;1972;Boxing;NA
102;Sayed Fahmy Abaza;M;NA;EGY;1920;Football;NA
102;Sayed Fahmy Abaza;M;NA;EGY;1928;Football;NA
103;Silvano Abba;M;25;ITA;1936;Modern Pentathlon;Bronze
104;Gana Abba Kimet;M;26;CHA;1972;Athletics;NA
105;Ilyas Abbadi;M;19;ALG;2012;Boxing;NA
105;Ilyas Abbadi;M;23;ALG;2016;Boxing;NA
106;Agostino Abbagnale;M;22;ITA;1988;Rowing;Gold
106;Agostino Abbagnale;M;29;ITA;1996;Rowing;Gold
106;Agostino Abbagnale;M;34;ITA;2000;Rowing;Gold
107;Carmine Abbagnale;M;22;ITA;1984;Rowing;Gold
107;Carmine Abbagnale;M;26;ITA;1988;Rowing;Gold
107;Carmine Abbagnale;M;30;ITA;1992;Rowing;Silver
107;Carmine Abbagnale;M;34;ITA;1996;Rowing;NA
108;Giuseppe Abbagnale;M;20;ITA;1980;Rowing;NA
108;Giuseppe Abbagnale;M;25;ITA;1984;Rowing;Gold
108;Giuseppe Abbagnale;M;29;ITA;1988;Rowing;Gold
108;Giuseppe Abbagnale;M;33;ITA;1992;Rowing;Silver
109;Abdul Latif Al-Sayed Abbas Youssef Hashem;M;23;KUW;1976;Athletics;NA
109;Abdul Latif Al-Sayed Abbas Youssef Hashem;M;23;KUW;1976;Athletics;NA
109;Abdul Latif Al-Sayed Abbas Youssef Hashem;M;27;KUW;1980;Athletics;NA
110;Abubakar Abbas Abbas;M;20;BRN;2016;Athletics;NA
111;Aqarab Abbas;M;22;PAK;1996;Athletics;NA
112;Aziz Abbas;M;21;IRQ;1964;Weightlifting;NA
113;Bassim Abbas Kati Al-Ogaili;M;22;IRQ;2004;Football;NA
114;Essa Abbas Faleh Hashem;M;20;KUW;1980;Athletics;NA
115;Ghulam Abbas;M;24;PAK;1992;Athletics;NA
116;Hosni Mohamed Abbas;M;28;UAR;1960;Weightlifting;NA
116;Hosni Mohamed Abbas;M;32;EGY;1964;Weightlifting;NA
117;Maher Abbas;M;22;LIB;1988;Athletics;NA
117;Maher Abbas;M;22;LIB;1988;Athletics;NA
118;Mahmoud Abbas;M;22;EGY;2000;Cycling;NA
119;Mohamed Fakhry Rifaat Abbas;M;19;EGY;1952;Diving;NA
120;Mohammed Abbas Sabih;M;26;IRQ;2004;Swimming;NA
121;Muhammad Abbas;M;23;PAK;2010;Alpine Skiing;NA
122;Nader Sufyan Abbas;M;28;QAT;2004;Weightlifting;NA
123;Sohail Abbas;M;25;PAK;2000;Hockey;NA
123;Sohail Abbas;M;29;PAK;2004;Hockey;NA
123;Sohail Abbas;M;37;PAK;2012;Hockey;NA
124;Youssef Mohamed Abbas;M;31;EGY;1952;Basketball;NA
125;Zulkifli Abbas;M;28;MAS;1984;Hockey;NA
126;Forough Abbasi;F;20;IRI;2014;Alpine Skiing;NA
127;Shakeel Abbasi;M;20;PAK;2004;Hockey;NA
127;Shakeel Abbasi;M;24;PAK;2008;Hockey;NA
127;Shakeel Abbasi;M;28;PAK;2012;Hockey;NA
128;Soulmaz Abbasi Azad;F;28;IRI;2012;Rowing;NA
129;Ruslan Abbasov;M;22;AZE;2008;Athletics;NA
130;Tural Abbasov;M;18;AZE;2008;Swimming;NA
131;Tran Abbasova;F;33;AZE;2000;Weightlifting;NA
132;Simona Abbate;F;28;ITA;2012;Water Polo;NA
133;Franz Abb;M;NA;GER;1900;Gymnastics;NA
134;Christian Abbiati;M;23;ITA;2000;Football;NA
135;Lois Abbingh;F;23;NED;2016;Handball;NA
136;Alessandro Abbio;M;29;ITA;2000;Basketball;NA
137;Giordano Giulio Abbondati;M;15;ITA;1964;Figure Skating;NA
137;Giordano Giulio Abbondati;M;19;ITA;1968;Figure Skating;NA
138;Salwan Jasim Abbood Abbood;M;24;IRQ;2016;Weightlifting;NA
139;"George ""Ioannis"" Abbot";M;NA;GRE;1906;Football;Bronze
140;"William ""Bill"" Abbott Jr.";M;42;CAN;1996;Sailing;NA
140;"William ""Bill"" Abbott Jr.";M;46;CAN;2000;Sailing;NA
141;Clare Abbott;F;30;IRL;2016;Equestrianism;NA
141;Clare Abbott;F;30;IRL;2016;Equestrianism;NA
142;"David ""Dave"" Abbott";M;26;USA;1928;Athletics;NA
143;"Desmond ""Des"" Abbott";M;21;AUS;2008;Hockey;Bronze
144;Geoffrey Grant Abbott;M;23;RSA;2008;Hockey;NA
145;Jeremy Abbott;M;24;USA;2010;Figure Skating;NA
145;Jeremy Abbott;M;28;USA;2014;Figure Skating;NA
145;Jeremy Abbott;M;28;USA;2014;Figure Skating;Bronze
146;Jeremy Abbott;M;19;CAN;1976;Canoeing;NA
147;Joanne Abbott;F;41;CAN;1996;Sailing;NA
148;"Kathryn ""Katie"" Abbott";F;21;CAN;2008;Sailing;NA
149;Mara Katherine Abbott;F;30;USA;2016;Cycling;NA
150;Margaret Ives Abbott (-Dunne);F;23;USA;1900;Golf;Gold
151;Mary Perkins Ives Abbott (Perkins-);F;42;USA;1900;Golf;NA
152;Matt Abbott;M;34;CAN;2000;Sailing;NA
153;Monica Cecilia Abbott;F;23;USA;2008;Softball;Silver
154;Khadija Abbouda;F;40;MAR;2008;Archery;NA
155;Mohamed Ibrahim Abd El-Fatah Mohamed;M;22;EGY;2000;Wrestling;NA
155;Mohamed Ibrahim Abd El-Fatah Mohamed;M;26;EGY;2004;Wrestling;NA
155;Mohamed Ibrahim Abd El-Fatah Mohamed;M;34;EGY;2012;Wrestling;NA
156;Mahmoud Abd El-Kader;M;23;EGY;2008;Volleyball;NA
157;Mohamed Ibrahim Abd El-Salam;M;22;EGY;2004;Handball;NA
157;Mohamed Ibrahim Abd El-Salam;M;26;EGY;2008;Handball;NA
158;Noha Abd Rabo;F;21;EGY;2008;Taekwondo;NA
159;Reem Wa'il Abdalazem Abdalazem El-Bossaty;F;15;EGY;2008;Synchronized Swimming;NA
159;Reem Wa'il Abdalazem Abdalazem El-Bossaty;F;15;EGY;2008;Synchronized Swimming;NA
159;Reem Wa'il Abdalazem Abdalazem El-Bossaty;F;19;EGY;2012;Synchronized Swimming;NA
160;Ali Abdalla Afringi;M;25;ERI;2008;Athletics;NA
161;Hossam Abdalla;M;28;EGY;2016;Volleyball;NA
162;Hosam Abdallah;M;25;EGY;1992;Handball;NA
162;Hosam Abdallah;M;29;EGY;1996;Handball;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
163;Ismail Abdallah;M;NA;UAR;1960;Gymnastics;NA
164;Maged Abdallah;M;22;EGY;1992;Fencing;NA
165;Nia Nicole Abdallah;F;20;USA;2004;Taekwondo;Silver
166;Omari Abdallah;M;21;TAN;1964;Athletics;NA
166;Omari Abdallah;M;29;TAN;1972;Athletics;NA
167;Ould Lamine Abdallah;M;NA;FRA;1952;Athletics;NA
168;Younis Abdallah Rabee;M;23;KUW;1972;Athletics;NA
169;Raida Abdallah Bader;F;19;JOR;1984;Athletics;NA
170;Maha Abdalsalam Gouda;F;18;EGY;2016;Diving;NA
171;Mahmoud Abdel Aziz;M;25;EGY;2000;Volleyball;NA
172;Mohamed Abdel Ellah;M;32;EGY;2000;Shooting;NA
173;Mohamed Abdel Fatah;M;NA;SUD;1972;Football;NA
174;Ali Mohamed Badawi Abdel Fattah Badawi;M;19;UAR;1960;Football;NA
175;Abdelgani Hassan Abdel Fattah;M;31;EGY;1952;Athletics;NA
176;Mahmoud Atter Abdel Fattah;M;NA;UAR;1960;Athletics;NA
177;Mohamed Abdel Fattah;M;23;EGY;2000;Cycling;NA
178;Sayed Abdel Gadir;M;23;SUD;1960;Boxing;NA
178;Sayed Abdel Gadir;M;32;SUD;1968;Boxing;NA
179;Ibrahim Saad Abdel Galil;M;NA;SUD;1972;Athletics;NA
179;Ibrahim Saad Abdel Galil;M;NA;SUD;1972;Athletics;NA
180;Heba Abdel Gawad;F;18;EGY;2000;Synchronized Swimming;NA
180;Heba Abdel Gawad;F;22;EGY;2004;Synchronized Swimming;NA
181;Sara Abdel Gawad;F;18;EGY;2000;Synchronized Swimming;NA
182;Gamal Amin Abdel Ghani;M;29;EGY;1992;Hockey;NA
183;Abdel Sattar Abdel Hadj;M;NA;UAR;1960;Rowing;NA
184;Ragy Abdel Hady;M;30;EGY;2004;Water Polo;NA
185;Osman Abdel Hafeez;M;31;EGY;1948;Fencing;NA
185;Osman Abdel Hafeez;M;31;EGY;1948;Fencing;NA
185;Osman Abdel Hafeez;M;31;EGY;1948;Fencing;NA
185;Osman Abdel Hafeez;M;35;EGY;1952;Fencing;NA
185;Osman Abdel Hafeez;M;35;EGY;1952;Fencing;NA
186;Mohamed Abdel Hafiz;M;NA;UAR;1960;Water Polo;NA
187;Moustafa Ali Abdel Halim;M;32;EGY;1976;Weightlifting;NA
188;Mohamed Abdel Hamed;M;24;EGY;1984;Volleyball;NA
189;Hwad Ibrahim Abdel Hamid Lumomba;M;NA;SUD;1968;Boxing;NA
190;Ibrahim Abdel Hamid;M;NA;EGY;1948;Wrestling;NA
191;Tamer Mohamed Abdel Hamid;M;20;EGY;1992;Football;NA
192;Ahmed El-Sayed Abdel Hamid Mobarak;M;25;EGY;1972;Basketball;NA
193;Dorri Abdel Kader Said;M;21;EGY;1948;Water Polo;NA
193;Dorri Abdel Kader Said;M;21;EGY;1948;Swimming;NA
193;Dorri Abdel Kader Said;M;21;EGY;1948;Swimming;NA
193;Dorri Abdel Kader Said;M;25;EGY;1952;Water Polo;NA
193;Dorri Abdel Kader Said;M;25;EGY;1952;Swimming;NA
193;Dorri Abdel Kader Said;M;33;UAR;1960;Water Polo;NA
194;Moustafa Mounib Abdel Kader;M;NA;UAR;1960;Athletics;NA
195;Mohamed Ali Abdel Kerim;M;24;EGY;1952;Weightlifting;NA
195;Mohamed Ali Abdel Kerim;M;32;UAR;1960;Weightlifting;NA
196;Mohamed Abdel Khaled;M;24;TUN;1976;Handball;NA
197;Abdel Latif Abdel Latif;M;28;EGY;1988;Wrestling;NA
198;Walid Abdel Maksoud;M;29;EGY;2008;Handball;NA
199;Amir Abdel Meguid;M;23;EGY;1984;Basketball;NA
199;Amir Abdel Meguid;M;27;EGY;1988;Basketball;NA
200;Mohamed Abdel Mohamed;M;24;EGY;1992;Handball;NA
201;Karim Abdel Mohsen;M;25;EGY;2004;Water Polo;NA
202;Awad Abdel Nabi Awad;M;19;EGY;1972;Basketball;NA
202;Awad Abdel Nabi Awad;M;23;EGY;1976;Basketball;NA
203;Ahmed Abdel Naeim;M;23;EGY;2008;Volleyball;NA
203;Ahmed Abdel Naeim;M;31;EGY;2016;Volleyball;NA
204;Moustafa Abdel Naser;M;21;LBA;1996;Athletics;NA
205;Ali Abdel Radi;M;24;EGY;1964;Rowing;NA
206;Amin Abdel Rahman;M;18;UAR;1960;Water Polo;NA
206;Amin Abdel Rahman;M;22;EGY;1964;Water Polo;NA
207;Mohamed Fathallah Abdel Rahman;M;21;EGY;1936;Fencing;NA
207;Mohamed Fathallah Abdel Rahman;M;33;EGY;1948;Fencing;NA
207;Mohamed Fathallah Abdel Rahman;M;33;EGY;1948;Fencing;NA
207;Mohamed Fathallah Abdel Rahman;M;37;EGY;1952;Fencing;NA
207;Mohamed Fathallah Abdel Rahman;M;37;EGY;1952;Fencing;NA
207;Mohamed Fathallah Abdel Rahman;M;37;EGY;1952;Fencing;NA
207;Mohamed Fathallah Abdel Rahman;M;37;EGY;1952;Fencing;NA
208;Fathi Ali Abdel Rahman;M;20;EGY;1952;Boxing;NA
209;Ibrahim Abdel Rahman;M;NA;UAR;1960;Water Polo;NA
210;Khaled Abdel Rahman;M;27;EGY;1984;Volleyball;NA
211;Sameh Abdel Rahman;M;16;UAR;1960;Fencing;NA
211;Sameh Abdel Rahman;M;21;EGY;1964;Fencing;NA
211;Sameh Abdel Rahman;M;21;EGY;1964;Fencing;NA
212;Yasser Abdel Rahman Sakr;M;30;EGY;2008;Wrestling;NA
213;Samy Abdel Razek;M;28;EGY;2008;Shooting;NA
213;Samy Abdel Razek;M;36;EGY;2016;Shooting;NA
213;Samy Abdel Razek;M;36;EGY;2016;Shooting;NA
214;Mohamed Youssef Abdel Razik;M;21;EGY;1992;Football;NA
215;Ibrahim Ahmed Abdel Rehim;M;21;EGY;2004;Fencing;NA
216;Kamal Abdel Rehim;M;26;EGY;2000;Rowing;NA
217;Reskalla Mohamed Abdel Rehim;M;22;EGY;2000;Boxing;NA
218;Ahmed Ali Abdel Samad;M;27;EGY;2000;Boxing;NA
219;Ali Abdel Sami;M;28;EGY;1964;Rowing;NA
